rank,name,postcode,address,rating,reviewCount,removedRange,removedMin,removedMax,removedEstimate,deletionRatioPct,realRatingAdjusted,removedText,url
168,"Bruderherz Nürnberg - Brauwerkstatt, Gutmann Gastwirtschaft, Stehausschank",90402,"Luitpoldstraße 15, 90402 Nürnberg",4.7,347,11–20,11,20,15.5,4.28,4.542,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/Bruderherz+N%C3%BCrnberg+-+Brauwerkstatt,+Gutmann+Gastwirtschaft,+Stehausschank/data=!4m7!3m6!1s0x479f575c87dce62f:0x85c3fb7caea5312b!8m2!3d49.4479685!4d11.0787306!16s%2Fg%2F11xcd302l0!19sChIJL-bch1xXn0cRKzGlrnz7w4U?authuser=0&hl=de&rclk=1"
169,Pension Geiger,90547,"Unterweihersbucher Str. 12, 90547 Stein",4.7,309,11–20,11,20,15.5,4.78,4.523,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pension+Geiger/data=!4m7!3m6!1s0x479f51539c3e182d:0xa6dc888be834a5e0!8m2!3d49.409929!4d11.000176!16s%2Fg%2F1v93_1gn!19sChIJLRg-nFNRn0cR4KU06IuI3KY?authuser=0&hl=de&rclk=1
170,Pizzeria Lamia,90766,"Gaußstraße 37, 90766 Fürth",4.8,263,11–20,11,20,15.5,5.57,4.589,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizzeria+Lamia/data=!4m7!3m6!1s0x479f556d81795555:0x3e15f430daa2ec20!8m2!3d49.481564!4d10.952295!16s%2Fg%2F11h64_tdpx!19sChIJVVV5gW1Vn0cRIOyi2jD0FT4?authuser=0&hl=de&rclk=1
171,MESA,90443,"Tafelfeldstraße 73, 90443 Nürnberg",4.9,255,11–20,11,20,15.5,5.73,4.677,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/MESA/data=!4m7!3m6!1s0x479f572aefd098fb:0x55d3ba423081d302!8m2!3d49.4385713!4d11.0771658!16s%2Fg%2F11vz583gb4!19sChIJ-5jQ7ypXn0cRAtOBMEK601U?authuser=0&hl=de&rclk=1
172,Kings & Queens Company Nürnberg,90453,"Mühlhofer Hauptstraße 22, 90453 Nürnberg",4.8,251,11–20,11,20,15.5,5.82,4.579,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Kings+%26+Queens+Company+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f5166996c386b:0x46ce21aea78b297e!8m2!3d49.375336!4d11.025415!16s%2Fg%2F11qp3vqm7l!19sChIJazhsmWZRn0cRfimLp64hzkY?authuser=0&hl=de&rclk=1
173,Pizzeria Paesana,90461,"Allersberger Str. 94, 90461 Nürnberg",5,225,11–20,11,20,15.5,6.44,4.742,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizzeria+Paesana/data=!4m7!3m6!1s0x479f57fdf4c716f1:0xc096d10004f64070!8m2!3d49.439612!4d11.0900837!16s%2Fg%2F11rzqdckqb!19sChIJ8RbH9P1Xn0cRcED2BADRlsA?authuser=0&hl=de&rclk=1
174,Wirtshaus Albrecht,90403,"Rathauspl. 4, 90403 Nürnberg",4.4,213,11–20,11,20,15.5,6.78,4.169,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Wirtshaus+Albrecht/data=!4m7!3m6!1s0x479f5700779ae4db:0x838bce78aed4b9dc!8m2!3d49.4549366!4d11.0773582!16s%2Fg%2F11yq8v0hnd!19sChIJ2-SadwBXn0cR3LnUrnjOi4M?authuser=0&hl=de&rclk=1
175,Orko,90403,"Hans-Sachs-Platz 10, 90403 Nürnberg",4.6,181,11–20,11,20,15.5,7.89,4.316,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Orko/data=!4m7!3m6!1s0x479f57546008d947:0x8eec689c574ad102!8m2!3d49.4537188!4d11.0805129!16s%2Fg%2F11spq_sby9!19sChIJR9kIYFRXn0cRAtFKV5xo7I4?authuser=0&hl=de&rclk=1
176,CULINA,90409,"Schleifweg 31-33, 90409 Nürnberg",4.6,180,11–20,11,20,15.5,7.93,4.315,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/CULINA/data=!4m7!3m6!1s0x479f57c605e08f4d:0xb512d9611a1681a5!8m2!3d49.4709282!4d11.0850807!16s%2Fg%2F1tg5b2ns!19sChIJTY_gBcZXn0cRpYEWGmHZErU?authuser=0&hl=de&rclk=1
177,FranKonya,90443,"Gostenhofer Hauptstraße 20, 90443 Nürnberg",4.5,178,11–20,11,20,15.5,8.01,4.22,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/FranKonya/data=!4m7!3m6!1s0x479f57a73350aed5:0xef0321790f9cee83!8m2!3d49.4471632!4d11.0647079!16s%2Fg%2F11t1h2jrkw!19sChIJ1a5QM6dXn0cRg-6cD3khA-8?authuser=0&hl=de&rclk=1
178,Pronto Pizza,90431,"Edisonstraße 18, 90431 Nürnberg",3.6,168,11–20,11,20,15.5,8.45,3.38,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pronto+Pizza/data=!4m7!3m6!1s0x479f56eade3143d3:0xf6e7b10ca4f58f8!8m2!3d49.4324274!4d11.0300067!16s%2Fg%2F11c1mznm8m!19sChIJ00Mx3upWn0cR-FhPyhB7bg8?authuser=0&hl=de&rclk=1
179,Balū • Breakfast & Brunch,90402,"Vordere Sterngasse 4-6, 90402 Nürnberg",4.8,160,11–20,11,20,15.5,8.83,4.464,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Bal%C5%AB+%E2%80%A2+Breakfast+%26+Brunch/data=!4m7!3m6!1s0x479f577915c5d4ab:0x202a3a2197d5a5c6!8m2!3d49.448357!4d11.078099!16s%2Fg%2F11wmvt83dy!19sChIJq9TFFXlXn0cRxqXVlyE6KiA?authuser=0&hl=de&rclk=1
180,Lange Kante 16,90403,"Weißgerbergasse 16, 90403 Nürnberg",4.9,152,11–20,11,20,15.5,9.25,4.539,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Lange+Kante+16/data=!4m7!3m6!1s0x479f57ee2900db09:0x8635881f5249577d!8m2!3d49.4552606!4d11.0727683!16s%2Fg%2F11t7f56n5z!19sChIJCdsAKe5Xn0cRfVdJUh-INYY?authuser=0&hl=de&rclk=1
181,FoodHouse,90425,"Kölner Str. 32, 90425 Nürnberg",4.8,144,11–20,11,20,15.5,9.72,4.431,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/FoodHouse/data=!4m7!3m6!1s0x479f5754e454daff:0x8e4e40a2f3a0d0e!8m2!3d49.4677968!4d11.0589167!16s%2Fg%2F11y3km_md2!19sChIJ_9pU5FRXn0cRDg06Lwrk5Ag?authuser=0&hl=de&rclk=1
182,ADA Simit Haus,90459,"Pillenreuther Str. 97, 90459 Nürnberg",4.8,141,11–20,11,20,15.5,9.9,4.424,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/ADA+Simit+Haus/data=!4m7!3m6!1s0x479f57f60f6fe563:0xa039a11e831333f9!8m2!3d49.4347961!4d11.0850485!16s%2Fg%2F11jft77dgd!19sChIJY-VvD_ZXn0cR-TMTgx6hOaA?authuser=0&hl=de&rclk=1
183,FKK Club Heaven,90431,"Edisonstraße 10, 90431 Nürnberg",4.7,141,11–20,11,20,15.5,9.9,4.334,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/FKK+Club+Heaven/data=!4m7!3m6!1s0x479f56ebaa291ea1:0xff875d088dacebc1!8m2!3d49.4330615!4d11.0319418!16s%2Fg%2F11x9p18nx!19sChIJoR4pqutWn0cRweusjQhdh_8?authuser=0&hl=de&rclk=1
184,Howe Wurstwaren KG,90451,"Regenstraße 1, 90451 Nürnberg",4.3,128,11–20,11,20,15.5,10.8,3.944,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Howe+Wurstwaren+KG/data=!4m7!3m6!1s0x479f573482e79a4d:0xd115190488bb68d0!8m2!3d49.40815!4d11.06621!16s%2Fg%2F1tfjdjrz!19sChIJTZrngjRXn0cR0Gi7iAQZFdE?authuser=0&hl=de&rclk=1
185,Sportfachgeschäft - Nika Sport,90455,"Radmeisterstraße 2, 90455 Nürnberg",4.7,118,11–20,11,20,15.5,11.61,4.27,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Sportfachgesch%C3%A4ft+-+Nika+Sport/data=!4m7!3m6!1s0x479f50846ff62435:0x60f96b4669c55876!8m2!3d49.3711321!4d11.0775361!16s%2Fg%2F1tj2mg69!19sChIJNST2b4RQn0cRdljFaUZr-WA?authuser=0&hl=de&rclk=1
186,Eco Smart Apartments Nürnberg Süd,90451,"Hinterhofstraße 9, 90451 Nürnberg",4.5,107,11–20,11,20,15.5,12.65,4.057,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Eco+Smart+Apartments+N%C3%BCrnberg+S%C3%BCd/data=!4m7!3m6!1s0x479f5129217fe1fd:0xd551f7ddf6435237!8m2!3d49.40149!4d11.03779!16s%2Fg%2F11fkm89cby!19sChIJ_eF_ISlRn0cRN1JD9t33UdU?authuser=0&hl=de&rclk=1
187,Original Berliner Döner - deluxe,90402,"Färberstraße 24A, 90402 Nürnberg",4.4,82,11–20,11,20,15.5,15.9,3.859,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/Original+Berliner+D%C3%B6ner+-+deluxe/@49.4488839,11.072135,17z/data=!3m1!4b1!4m6!3m5!1s0x479f57f84cb56f2d:0x8c41c1ecbc965573!8m2!3d49.4488839!4d11.072135!16s%2Fg%2F11z4731_pt?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D&hl=de"
188,Kral Internetcafe,90441,"Schweinauer Hauptstraße 55, 90441 Nürnberg",4.9,78,11–20,11,20,15.5,16.58,4.253,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Kral+Internetcafe/data=!4m7!3m6!1s0x479f56e6e9665933:0x64a5da4af71da809!8m2!3d49.4321884!4d11.0464173!16s%2Fg%2F1tr7btcp!19sChIJM1lm6eZWn0cRCagd90rapWQ?authuser=0&hl=de&rclk=1
189,The Best Cut,90443,"Ludwigstraße 77, 90443 Nürnberg",4.8,78,11–20,11,20,15.5,16.58,4.17,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/The+Best+Cut/data=!4m7!3m6!1s0x479f574aff80af2d:0x688410bc4d6896ef!8m2!3d49.4485404!4d11.0675969!16s%2Fg%2F11gj6cbh6w!19sChIJLa-A_0pXn0cR75ZoTbwQhGg?authuser=0&hl=de&rclk=1
190,AVE Lounge Nuernberg Bar - Restaurant,90459,"Breitscheidstraße 5, 90459 Nürnberg",4.9,77,11–20,11,20,15.5,16.76,4.246,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/AVE+Lounge+Nuernberg+Bar+-+Restaurant/data=!4m7!3m6!1s0x479f5791caa6fc7d:0x363317899117a0fb!8m2!3d49.4414473!4d11.0812969!16s%2Fg%2F11xgd91n5y!19sChIJffymypFXn0cR-6AXkYkXMzY?authuser=0&hl=de&rclk=1
191,Friseur Unicut Nürnberg – Haar- und Bartschnitt,90402,"Ludwigstraße 57, 90402 Nürnberg",5,54,11–20,11,20,15.5,22.3,4.108,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Friseur+Unicut+N%C3%BCrnberg+%E2%80%93+Haar-+und+Bartschnitt/data=!4m7!3m6!1s0x479f57aa263bf5a1:0x9f35e949fb8db8a7!8m2!3d49.4488813!4d11.0684209!16s%2Fg%2F11h_wz81mf!19sChIJofU7JqpXn0cRp7iN-0npNZ8?authuser=0&hl=de&rclk=1
192,Deutschherrn Apotheke,90429,"Fürther Str. 6A, 90429 Nürnberg",4.6,36,11–20,11,20,15.5,30.1,3.517,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Deutschherrn+Apotheke/data=!4m7!3m6!1s0x479f57aace11d32d:0x521d716f2f2183f9!8m2!3d49.4496848!4d11.0626176!16s%2Fg%2F1tr7hcq2!19sChIJLdMRzqpXn0cR-YMhL29xHVI?authuser=0&hl=de&rclk=1
193,Bäcker Drexler,90480,"Regensburger Str. 250, 90480 Nürnberg",4,31,11–20,11,20,15.5,33.33,3,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/B%C3%A4cker+Drexler/data=!4m7!3m6!1s0x479f59860ed6c811:0x2a4f25b1fa8caecd!8m2!3d49.4362197!4d11.1203069!16s%2Fg%2F11j5qj3dzl!19sChIJEcjWDoZZn0cRza6M-rElTyo?authuser=0&hl=de&rclk=1
194,Nurban Apartments Nürnberg,90402,"Ottostraße 25, 90402 Nürnberg",4.5,28,11–20,11,20,15.5,35.63,3.253,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Nurban+Apartments+N%C3%BCrnberg/data=!4m10!3m9!1s0x479f575a57597da5:0x957a53a121e52a10!5m2!4m1!1i2!8m2!3d49.448244!4d11.0681685!16s%2Fg%2F11nh4rtvv5!19sChIJpX1ZV1pXn0cRECrlIaFTepU?authuser=0&hl=de&rclk=1
195,Bäckerei Drexler,90461,"Allersberger Str. 185, 90461 Nürnberg",4.4,25,11–20,11,20,15.5,38.27,3.099,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/B%C3%A4ckerei+Drexler/data=!4m7!3m6!1s0x479f576550bc0f2b:0x625e0e90f1b061c5!8m2!3d49.4332355!4d11.0967356!16s%2Fg%2F11bzyq6rb7!19sChIJKw-8UGVXn0cRxWGw8ZAOXmI?authuser=0&hl=de&rclk=1
196,Indisches Restaurant NAMASTE Nürnberg,90403,"Hirschelgasse 1, 90403 Nürnberg",4.9,4775,6–10,6,10,8,0.17,4.893,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Indisches+Restaurant+NAMASTE+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57eae4ebf91b:0x99cec641b00d09e6!8m2!3d49.4573905!4d11.0836291!16s%2Fg%2F11gjygtnlp!19sChIJG_nr5OpXn0cR5gkNsEHGzpk?authuser=0&hl=de&rclk=1
197,60 seconds to napoli Nürnberg,90402,"Färberstraße 10, 90402 Nürnberg",4.5,4755,6–10,6,10,8,0.17,4.494,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/60+seconds+to+napoli+N%C3%BCrnberg/@49.4497571,11.0724782,17z/data=!3m1!4b1!4m6!3m5!1s0x479f5730248e515f:0x706eb015cc72176d!8m2!3d49.4497571!4d11.0724782!16s%2Fg%2F11xrgh3nxz?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D&hl=de"
198,BASECOFFEE® Nürnberg,90402,"Bankgasse 3, 90402 Nürnberg",4.7,1962,6–10,6,10,8,0.41,4.685,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/BASECOFFEE%C2%AE+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57d3d6332f11:0x40c1cd2557d68930!8m2!3d49.4517557!4d11.0787427!16s%2Fg%2F11v10kwlw3!19sChIJES8z1tNXn0cRMInWVyXNwUA?authuser=0&hl=de&rclk=1
199,Mercato Di Dio Feinkost,90425,"Pretzfelder Str. 5, 90425 Nürnberg",4.6,1901,6–10,6,10,8,0.42,4.585,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Mercato+Di+Dio+Feinkost/data=!4m7!3m6!1s0x479f5636bed0a28f:0x7533a33b671d96e0!8m2!3d49.47234!4d11.06287!16s%2Fg%2F1thlm1xz!19sChIJj6LQvjZWn0cR4JYdZzujM3U?authuser=0&hl=de&rclk=1
200,Süss Dealer - Nürnberg,90443,"Sandstraße 1a, 90443 Nürnberg",4.8,1828,6–10,6,10,8,0.44,4.783,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/S%C3%BCss+Dealer+-+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f5707e9118e45:0x2ba5d8cf3a08bc1d!8m2!3d49.4468788!4d11.0685014!16s%2Fg%2F11hb00nfn0!19sChIJRY4R6QdXn0cRHbwIOs_YpSs?authuser=0&hl=de&rclk=1
201,Indisches Restaurant Ganesha Nürnberg,90403,"Winklerstraße 3, 90403 Nürnberg",4.8,1817,6–10,6,10,8,0.44,4.783,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Indisches+Restaurant+Ganesha+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57af6e1c0975:0x8bcc5b83e5d2da27!8m2!3d49.4533753!4d11.0759706!16s%2Fg%2F11f0yl1vbm!19sChIJdQkcbq9Xn0cRJ9rS5YNbzIs?authuser=0&hl=de&rclk=1
202,O.sha Thai Restaurant Nürnberg,90402,"Jakobstraße 13-15, 90402 Nürnberg",4.6,1398,6–10,6,10,8,0.57,4.58,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/O.sha+Thai+Restaurant+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57a85e95e399:0xd9dbd1d8f6fe183f!8m2!3d49.448854!4d11.073369!16s%2Fg%2F1tkb42y4!19sChIJmeOVXqhXn0cRPxj-9tjR29k?authuser=0&hl=de&rclk=1
203,Golden Club Lounge Hookah & Drink *,90402,"Färberstraße 19, 90402 Nürnberg",4.9,1329,6–10,6,10,8,0.6,4.877,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Golden+Club+Lounge+Hookah+%26+Drink+*/data=!4m7!3m6!1s0x479f57a8f8cf48d9:0xcf42a49889b69642!8m2!3d49.4487938!4d11.0725729!16s%2Fg%2F11bztbcq2g!19sChIJ2UjP-KhXn0cRQpa2iZikQs8?authuser=0&hl=de&rclk=1
204,Samurai Restaurant in Fürth,90763,"Schwabacher Str. 335, 90763 Fürth",4.7,1257,6–10,6,10,8,0.63,4.677,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Samurai+Restaurant+in+F%C3%BCrth/data=!4m7!3m6!1s0x479f5430168e08fb:0x70bd68d38018f2d4!8m2!3d49.4453704!4d10.9911631!16s%2Fg%2F1vc80t5p!19sChIJ-wiOFjBUn0cR1PIYgNNovXA?authuser=0&hl=de&rclk=1
205,PINSANO café-restaurant-bar,90402,"Lorenzer Pl. 23, 90402 Nürnberg",4.8,993,6–10,6,10,8,0.8,4.77,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/PINSANO+caf%C3%A9-restaurant-bar/data=!4m7!3m6!1s0x479f57a174a85257:0x78703b278d291d8c!8m2!3d49.4509996!4d11.0799711!16s%2Fg%2F11tf1zc_lv!19sChIJV1KodKFXn0cRjB0pjSc7cHg?authuser=0&hl=de&rclk=1
206,Waldrestaurant Schiesshaus,90491,"Günthersbühler Str. 145, 90491 Nürnberg",4.6,960,6–10,6,10,8,0.83,4.57,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Waldrestaurant+Schiesshaus/data=!4m7!3m6!1s0x47a1e2a87ff65955:0x461ed72a9368e166!8m2!3d49.4836111!4d11.1425!16s%2Fg%2F1v2pp6jz!19sChIJVVn2f6jioUcRZuFokyrXHkY?authuser=0&hl=de&rclk=1
207,Kebap Sarayi,90441,"Dianastraße 16, 90441 Nürnberg",4.8,922,6–10,6,10,8,0.86,4.767,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Kebap+Sarayi/data=!4m7!3m6!1s0x479f57186cc2ce55:0xfac3473b998a6b43!8m2!3d49.4276533!4d11.0651913!16s%2Fg%2F11cmy36njg!19sChIJVc7CbBhXn0cRQ2uKmTtHw_o?authuser=0&hl=de&rclk=1
208,Taqueria Cantina la Lucha city,90403,"Adlerstraße 20, 90403 Nürnberg",4.6,884,6–10,6,10,8,0.9,4.568,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Taqueria+Cantina+la+Lucha+city/data=!4m7!3m6!1s0x479f576899cb6ca1:0x8de1e144d1cdaeb7!8m2!3d49.45198!4d11.07611!16s%2Fg%2F11sj8x5qxj!19sChIJoWzLmWhXn0cRt67N0UTh4Y0?authuser=0&hl=de&rclk=1
209,dieroteBar,90403,"Peter-Vischer-Straße 3, 90403 Nürnberg",4.5,781,6–10,6,10,8,1.01,4.465,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/dieroteBar/data=!4m7!3m6!1s0x479f57a43eccee33:0xacfda433ec4afb93!8m2!3d49.4520222!4d11.0814178!16s%2Fg%2F1tgfcc3l!19sChIJM-7MPqRXn0cRk_tK7DOk_aw?authuser=0&hl=de&rclk=1
210,Quo Vadis,90491,"Elbinger Str. 28, 90491 Nürnberg",4.7,744,6–10,6,10,8,1.06,4.661,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Quo+Vadis/data=!4m7!3m6!1s0x479f57eb79927d9b:0x7f032ccd496670b3!8m2!3d49.4666964!4d11.1020906!16s%2Fg%2F1w97td3f!19sChIJm32SeetXn0cRs3BmSc0sA38?authuser=0&hl=de&rclk=1
211,Friseur El-Classico,90403,"Innere Laufer G. 18, 90403 Nürnberg",4.9,717,6–10,6,10,8,1.1,4.857,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Friseur+El-Classico/data=!4m7!3m6!1s0x479f57a02ca32d2f:0xe5096b10093287c6!8m2!3d49.4556721!4d11.0824041!16s%2Fg%2F11byl1wbz6!19sChIJLy2jLKBXn0cRxocyCRBrCeU?authuser=0&hl=de&rclk=1
212,Chiba 小食光,90402,"Lorenzer Str. 25, 90402 Nürnberg",4.6,704,6–10,6,10,8,1.12,4.56,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Chiba+%E5%B0%8F%E9%A3%9F%E5%85%89/data=!4m7!3m6!1s0x479f57f3861d9947:0x5001ba57398cf7cf!8m2!3d49.4501658!4d11.0821255!16s%2Fg%2F11jhx1zbcz!19sChIJR5kdhvNXn0cRz_eMOVe6AVA?authuser=0&hl=de&rclk=1
213,Altes Spital Historisches Restaurant,90547,"Alter Kirchpl. 4, 90547 Stein",4.8,695,6–10,6,10,8,1.14,4.757,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Altes+Spital+Historisches+Restaurant/data=!4m7!3m6!1s0x479f56b42df869af:0xdc52ecebf352b938!8m2!3d49.4152722!4d11.0176703!16s%2Fg%2F1tf9rtqz!19sChIJr2n4LbRWn0cROLlS8-vsUtw?authuser=0&hl=de&rclk=1
214,Parkhaus Adlerstraße GmbH - Ihr Parkhaus in Nürnberg,90403,"Adlerstraße 4-8, 90403 Nürnberg",4.5,660,6–10,6,10,8,1.2,4.458,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Parkhaus+Adlerstra%C3%9Fe+GmbH+-+Ihr+Parkhaus+in+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57a5fabc3e89:0x388b1fe8b22d3761!8m2!3d49.451939!4d11.0769912!16s%2Fg%2F1vl9qh3c!19sChIJiT68-qVXn0cRYTctsugfizg?authuser=0&hl=de&rclk=1
215,Hotel am Jakobsmarkt Nürnberg,90402,"Schottengasse 5, 90402 Nürnberg",4.4,650,6–10,6,10,8,1.22,4.359,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+am+Jakobsmarkt+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57a9b90707f5:0x851e3a92dab28c1a!8m2!3d49.4483249!4d11.0703377!16s%2Fg%2F1vd3tswv!19sChIJ9QcHualXn0cRGoyy2pI6HoU?authuser=0&hl=de&rclk=1
216,Würzhaus Restaurant Nürnberg,90419,"Kirchenweg 3A, 90419 Nürnberg",4.8,632,6–10,6,10,8,1.25,4.752,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/W%C3%BCrzhaus+Restaurant+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57b37dee712d:0x6f8c6215535e54b6!8m2!3d49.4622889!4d11.0699221!16s%2Fg%2F1tf_m975!19sChIJLXHufbNXn0cRtlReUxVijG8?authuser=0&hl=de&rclk=1
217,SAIGON 2,90459,"Galvanistraße 19, 90459 Nürnberg",4.5,627,6–10,6,10,8,1.26,4.456,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/SAIGON+2/data=!4m7!3m6!1s0x479f5708df25c2a9:0x9977d46d6088236f!8m2!3d49.4331552!4d11.0812158!16s%2Fg%2F11b6tcy4zw!19sChIJqcIl3whXn0cRbyOIYG3Ud5k?authuser=0&hl=de&rclk=1
218,Chickenz Fried Chicken,90443,"Am Plärrer 19-21, 90443 Nürnberg",4.8,614,6–10,6,10,8,1.29,4.751,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Chickenz+Fried+Chicken/data=!4m7!3m6!1s0x479f5798c458a34b:0xf3b9903e26a813f4!8m2!3d49.4474088!4d11.06594!16s%2Fg%2F11v0bxyjns!19sChIJS6NYxJhXn0cR9BOoJj6QufM?authuser=0&hl=de&rclk=1
219,Cigköftem Nürnberg Plärrer,90443,"Gostenhofer Hauptstraße 31, 90443 Nürnberg",5,608,6–10,6,10,8,1.3,4.948,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Cigk%C3%B6ftem+N%C3%BCrnberg+Pl%C3%A4rrer/data=!4m7!3m6!1s0x479f57d3bbb9a913:0x8ea9668645f01672!8m2!3d49.4467888!4d11.0646648!16s%2Fg%2F11fkdt4q1x!19sChIJE6m5u9NXn0cRchbwRYZmqY4?authuser=0&hl=de&rclk=1
